ID,Name,InChI,InChIKey,SMILES,Solubility,SD,Ocurrences,Group,MolWt,MolLogP,MolMR,HeavyAtomCount,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumValenceElectrons,NumAromaticRings,NumSaturatedRings,NumAliphaticRings,RingCount,TPSA,LabuteASA,BalabanJ,BertzCT
B-4395,"2,4,6-tribromophenol","InChI=1S/C6H3Br3O/c7-3-1-4(8)6(10)5(9)2-3/h1-2,10H",BSWWXRFVMJHFBN-UHFFFAOYSA-N,Oc1c(Br)cc(Br)cc1Br,-3.6745,0.5515407646350333,3,G4,330.801,3.6797,51.20680000000001,10.0,1.0,1.0,4.0,0.0,54.0,1.0,0.0,0.0,1.0,20.23,83.82827968861706,3.310532874722407,236.16499587006643
B-2070,ajmaline,"InChI=1S/C20H26N2O2/c1-3-10-11-8-14-17-20(12-6-4-5-7-13(12)21(17)2)9-15(16(11)18(20)23)22(14)19(10)24/h4-7,10-11,14-19,23-24H,3,8-9H2,1-2H3/t10-,11-,14-,15-,16?,17-,18?,19+,20+/m0/s1",CJDRUOGAGYHKKD-QFTSDIPNSA-N,CC[C@@H]1[C@@H](O)N2[C@H]3C[C@@H]1C4C(O)[C@@]5(C[C@H]24)[C@H]3N(C)c6ccccc56,-2.8266,0.0,1,G1,326.44000000000005,1.5545,91.73460000000006,24.0,4.0,2.0,4.0,1.0,128.0,1.0,5.0,6.0,7.0,46.940000000000005,142.6195717982021,1.595723318205141,723.3453291572417
B-4372,2-dibenzofuransulfonic acid,"InChI=1S/C12H8O4S/c13-17(14,15)8-5-6-12-10(7-8)9-3-1-2-4-11(9)16-12/h1-7H,(H,13,14,15)/p-1",JANFYPHFIPGYTQ-UHFFFAOYSA-M,[O-][S](=O)(=O)c1ccc2oc3ccccc3c2c1,-0.4655,0.0,1,G1,247.251,2.490100000000001,61.68320000000002,17.0,4.0,0.0,5.0,1.0,86.0,3.0,0.0,0.0,3.0,70.34,97.21769745708484,2.457301107429124,814.7593585162939
A-1984,dichlorodioctylstannane,"InChI=1S/2C8H17.2ClH.Sn/c2*1-3-5-7-8-6-4-2;;;/h2*1,3-8H2,2H3;2*1H;/q;;;;+2/p-2",SBOSGIJGEHWBKV-UHFFFAOYSA-L,CCCCCCCC[Sn](Cl)(Cl)CCCCCCCC,-5.4150412012,0.0,1,G1,416.06500000000034,7.627200000000006,93.82600000000008,19.0,0.0,0.0,3.0,14.0,116.0,0.0,0.0,0.0,0.0,0.0,132.8741941919422,3.362354107958663,165.58774655092262
A-4924,4-[(morpholin-4-ylcarbonothioyl)sulfanyl]morpholine,InChI=1S/C9H16N2O2S2/c14-9(10-1-5-12-6-2-10)15-11-3-7-13-8-4-11/h1-8H2,HOEFWOBLOGZQIQ-UHFFFAOYSA-N,S=C(SN1CCOCC1)N2CCOCC2,-3.2913006621,0.0,1,G1,248.37299999999996,0.5838999999999999,64.97300000000003,15.0,5.0,0.0,6.0,1.0,86.0,0.0,2.0,2.0,2.0,24.94,100.01115121856306,1.7428120998332126,216.1578838997696
B-3793,benzhydrol,"InChI=1S/C13H12O/c14-13(11-7-3-1-4-8-11)12-9-5-2-6-10-12/h1-10,13-14H",QILSFLSDHQAZET-UHFFFAOYSA-N,OC(c1ccccc1)c2ccccc2,-2.5494,0.0102999999999999,2,G3,184.238,2.768300000000001,56.945800000000034,14.0,1.0,1.0,1.0,2.0,70.0,2.0,0.0,0.0,2.0,20.23,83.64767319215363,2.2962461305928525,340.99502151011234
F-884,"N-Hydroxy-3,5-dimethoxy-n-(2-methylphenyl)benzamide","InChI=1S/C16H17NO4/c1-11-6-4-5-7-15(11)17(19)16(18)12-8-13(20-2)10-14(9-12)21-3/h4-10,19H,1-3H3",HYHGNKJVAPURSC-UHFFFAOYSA-N,COC1=CC(OC)=CC(C(=O)N(O)C2=C(C)C=CC=C2)=C1,-3.65,0.0,1,G1,287.315,3.048220000000001,79.32100000000004,21.0,4.0,1.0,5.0,4.0,110.0,2.0,0.0,0.0,2.0,59.0,122.84498426408231,2.3744629629226632,632.2252779339522
A-5553,octadecafluorodecahydronaphthalene,"InChI=1S/C10F18/c11-1-2(12,5(17,18)9(25,26)7(21,22)3(1,13)14)6(19,20)10(27,28)8(23,24)4(1,15)16",UWEYRJFJVCLAGH-UHFFFAOYSA-N,FC1(F)C(F)(F)C(F)(F)C2(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C2(F)C1(F)F,-7.6647115323,0.0,1,G1,462.074,5.512600000000003,47.25399999999999,28.0,0.0,0.0,18.0,0.0,166.0,0.0,2.0,2.0,2.0,0.0,138.99170500301278,3.2320323879183146,587.1548783157999
A-191,3-methylbutyl (2E)-3-(4-methoxyphenyl)prop-2-enoate,"InChI=1S/C15H20O3/c1-12(2)10-11-18-15(16)9-6-13-4-7-14(17-3)8-5-13/h4-9,12H,10-11H2,1-3H3/b9-6+",UBNYRXMKIIGMKK-RMKNXTFCSA-N,COc1ccc(\C=C\C(=O)OCCC(C)C)cc1,-5.4919252104,0.0,1,G1,248.32199999999995,3.2977000000000025,72.44200000000004,18.0,3.0,0.0,3.0,6.0,98.0,1.0,0.0,0.0,1.0,35.53,108.4148916759397,2.3983407616804877,390.7046703843559
A-203,pyrene,InChI=1S/C16H10/c1-3-11-7-9-13-5-2-6-14-10-8-12(4-1)15(11)16(13)14/h1-10H,BBEAQIROQSPTKN-UHFFFAOYSA-N,c1cc2ccc3cccc4ccc(c1)c2c34,-6.1787966156,0.0588200189844963,3,G5,202.256,4.584000000000002,70.14600000000003,16.0,0.0,0.0,0.0,0.0,74.0,4.0,0.0,0.0,4.0,0.0,93.45542159483816,2.505955689360672,666.6198058168793
B-2143,"1,1,4,4-tetramethoxy-but-2-ene","InChI=1S/C8H16O4/c1-9-7(10-2)5-6-8(11-3)12-4/h5-8H,1-4H3/b6-5-",ZFGVCDSFRAMNMT-WAYWQWQTSA-N,COC(OC)\C=C/C(OC)OC,0.055,0.0,1,G1,176.21199999999996,0.7804,44.75200000000002,12.0,4.0,0.0,4.0,6.0,72.0,0.0,0.0,0.0,0.0,36.92,73.05842371444906,3.8267962892963663,102.22626787690945
B-958,"(1r,4r)-(+)-camphor","InChI=1S/C10H16O/c1-9(2)7-4-5-10(9,3)8(11)6-7/h7H,4-6H2,1-3H3/t7-,10-/m0/s1",DSSYKIVIOFKYAU-XVKPBYJWSA-N,CC1(C)[C@H]2CC[C@@]1(C)C(=O)C2,-3.1825,0.0,1,G1,152.237,2.401700000000001,44.23600000000002,11.0,1.0,0.0,1.0,0.0,62.0,0.0,2.0,2.0,2.0,17.07,68.17358985038433,2.4741517243797517,216.91266689075215
A-182,"3-[(2E)-dodec-2-en-1-yl]oxolane-2,5-dione; 3-[(2Z)-dodec-2-en-1-yl]oxolane-2,5-dione","InChI=1S/C16H26O3/c1-2-3-4-5-6-7-8-9-10-11-12-14-13-15(17)19-16(14)18/h10-11,14H,2-9,12-13H2,1H3/b11-10+",UYCICMIUKYEYEU-ZHACJKMWSA-N,CCCCCCCCC\C=C\CC1CC(=O)OC1=O,-4.4255032449,0.0,1,G1,266.381,4.163100000000004,75.57300000000005,19.0,3.0,0.0,3.0,10.0,108.0,0.0,1.0,1.0,1.0,43.370000000000005,115.95453798765962,1.932483463585129,307.11590649725093
B-4064,di-i-propylnitrosoamine,"InChI=1S/C6H14N2O/c1-5(2)8(7-9)6(3)4/h5-6H,1-4H3",AUIKJTGFPFLMFP-UHFFFAOYSA-N,CC(C)N(N=O)C(C)C,-1.0006,0.0,1,G1,130.19099999999997,1.7866,37.906000000000006,9.0,2.0,0.0,3.0,3.0,54.0,0.0,0.0,0.0,0.0,32.67,55.98866327448141,3.821219649088782,83.05865002596164
F-710,2-fluoroacridin-9-amine,"InChI=1S/C13H9FN2/c14-8-5-6-12-10(7-8)13(15)9-3-1-2-4-11(9)16-12/h1-7H,(H2,15,16)",HOVVFNPKGWZRTE-UHFFFAOYSA-N,NC1=C2C=C(F)C=CC2=NC2=C1C=CC=C2,-2.4,0.0,1,G1,212.227,3.109300000000001,63.61940000000003,16.0,2.0,1.0,3.0,0.0,78.0,3.0,0.0,0.0,3.0,38.91,91.51980626385286,2.55814403190246,691.8927302408441
B-103,methylene blue,"InChI=1S/C16H18N3S.ClH/c1-18(2)11-5-7-13-15(9-11)20-16-10-12(19(3)4)6-8-14(16)17-13;/h5-10H,1-4H3;1H/q+1;/p-1",CXKWCBBOMKCUKX-UHFFFAOYSA-M,[Cl-].CN(C)c1ccc2nc3ccc(cc3[s+]c2c1)N(C)C,-0.8655,0.0,1,G1,319.86100000000005,0.8666000000000007,90.18700000000004,21.0,3.0,0.0,5.0,2.0,110.0,3.0,0.0,0.0,3.0,19.370000000000005,134.7977600448002,1.61333242840053e-06,723.9230463980042
B-2821,"benzoic acid, 4-amino-, nonyl ester","InChI=1S/C16H25NO2/c1-2-3-4-5-6-7-8-13-19-16(18)14-9-11-15(17)12-10-14/h9-12H,2-8,13,17H2,1H3",KKGIDNSPWHBLLE-UHFFFAOYSA-N,CCCCCCCCCOC(=O)c1ccc(N)cc1,-6.0,0.0,1,G1,263.381,4.176200000000003,79.12990000000005,19.0,3.0,1.0,3.0,9.0,106.0,1.0,0.0,0.0,1.0,52.32,115.69578229002644,2.0584145644197127,359.5166119504802
A-10,vinyltoluene,"InChI=1S/C9H10/c1-3-9-6-4-5-8(2)7-9/h3-7H,1H2,2H3",JZHGRUMIRATHIU-UHFFFAOYSA-N,Cc1cccc(C=C)c1,-3.1231503041,0.0,1,G1,118.179,2.638020000000001,41.27000000000002,9.0,0.0,0.0,0.0,1.0,46.0,1.0,0.0,0.0,1.0,0.0,55.83662643050253,3.070760681783566,211.03322454352
B-3117,methasulfocarb,"InChI=1S/C9H11NO4S2/c1-10-9(11)15-8-5-3-7(4-6-8)14-16(2,12)13/h3-6H,1-2H3,(H,10,11)",IXJOSTZEBSTPAG-UHFFFAOYSA-N,CNC(=O)Sc1ccc(O[S](C)(=O)=O)cc1,-2.7359,0.0,1,G1,261.324,1.4565,62.22650000000003,16.0,5.0,1.0,7.0,3.0,88.0,1.0,0.0,0.0,1.0,72.47,98.30867125905532,2.7178743394713973,466.7872820395883
A-364,"1,4-bis(oxiran-2-ylmethyl) benzene-1,4-dicarboxylate","InChI=1S/C14H14O6/c15-13(19-7-11-5-17-11)9-1-2-10(4-3-9)14(16)20-8-12-6-18-12/h1-4,11-12H,5-8H2",NEPKLUNSRVEBIX-UHFFFAOYSA-N,O=C(OCC1CO1)c2ccc(cc2)C(=O)OCC3CO3,-3.5579600556,0.0,1,G1,278.26000000000005,0.7977999999999998,66.48700000000004,20.0,6.0,0.0,6.0,6.0,106.0,1.0,2.0,2.0,3.0,77.66,115.11650284572644,1.5163890246855238,453.9003429116071
B-3855,"1,3-dichloropropane",InChI=1S/C3H6Cl2/c4-2-1-3-5/h1-3H2,YHRUOJUYPBUZOS-UHFFFAOYSA-N,ClCCCCl,-1.6137,0.0,1,G1,112.987,1.8541,26.05699999999999,5.0,0.0,0.0,2.0,2.0,32.0,0.0,0.0,0.0,0.0,0.0,42.07566771038611,2.19060968716425,12.36452797660028
A-1179,2-hydroxypropanoic acid - 5-{[(2-ethylhexyl)carbamoyl]oxy}-2-methylphenyl [2-(dimethylamino)ethyl]carbamate (1:1) (non-preferred name),"InChI=1S/C21H35N3O4.C3H6O3/c1-6-8-9-17(7-2)15-28-20(25)22-18-11-10-16(3)19(14-18)23-21(26)27-13-12-24(4)5;1-2(4)3(5)6/h10-11,14,17H,6-9,12-13,15H2,1-5H3,(H,22,25)(H,23,26);2,4H,1H3,(H,5,6)",HYNJGJWCXRMUIG-UHFFFAOYSA-N,CCCCC(CC)COC(=O)Nc1ccc(C)c(NC(=O)OCCN(C)C)c1.CC(O)C(O)=O,-0.2351938248,0.0,1,G1,483.6060000000003,4.321820000000003,132.29700000000008,34.0,7.0,4.0,10.0,12.0,194.0,1.0,0.0,0.0,1.0,137.43,202.1658746331217,1.598928155187427e-06,754.0821649968749
A-5362,oxolan-2-one,InChI=1S/C4H6O2/c5-4-2-1-3-6-4/h1-3H2,YEJRWHAVMIAJKC-UHFFFAOYSA-N,O=C1CCCO1,1.0650472922,0.0,1,G1,86.09,0.3234,20.192999999999994,6.0,2.0,0.0,2.0,0.0,34.0,0.0,1.0,1.0,1.0,26.3,36.10331354704079,2.3673518510178746,59.94833690207419
E-127,"2,3-dichloro-2-methylbutane","InChI=1S/C5H10Cl2/c1-4(6)5(2,3)7/h4H,1-3H3",TXTORVZCRUFBBO-UHFFFAOYSA-N,CC(C)(Cl)C(Cl)C,-2.69,0.0,1,G1,141.041,2.631100000000001,35.247,7.0,0.0,0.0,2.0,1.0,44.0,0.0,0.0,0.0,0.0,0.0,54.80555193917933,3.5411969650799016,51.5907190016011
A-2404,1-methoxypropan-2-ol,"InChI=1S/C4H10O2/c1-4(5)3-6-2/h4-5H,3H2,1-2H3",ARXJGSRGQADJSQ-UHFFFAOYSA-N,COCC(C)O,1.0451691789,0.0,1,G1,90.122,0.0136000000000001,23.556799999999992,6.0,2.0,1.0,2.0,2.0,38.0,0.0,0.0,0.0,0.0,29.46,37.741856352722266,2.6272148478988635,26.72905595320056
B-242,isobutylamine,"InChI=1S/C4H11N/c1-4(2)3-5/h4H,3,5H2,1-2H3",KDSNLYIMUZNERS-UHFFFAOYSA-N,CC(C)CN,1.1359,0.0,1,G1,73.139,0.6011000000000001,23.8924,5.0,1.0,1.0,1.0,1.0,32.0,0.0,0.0,0.0,0.0,26.02,33.17396806803208,2.5395388613593903,17.609640474436812
F-724,"N,N'-bis(3,5,5-trimethylhexyl)ethane-1,2-diamine","InChI=1S/C20H44N2/c1-17(15-19(3,4)5)9-11-21-13-14-22-12-10-18(2)16-20(6,7)8/h17-18,21-22H,9-16H2,1-8H3",NGCCPWWOZGTTHT-UHFFFAOYSA-N,CC(CCNCCNCCC(C)CC(C)(C)C)CC(C)(C)C,-2.24,0.0,1,G1,312.586,5.090400000000005,101.44540000000008,22.0,2.0,2.0,2.0,11.0,134.0,0.0,0.0,0.0,0.0,24.06,140.77287556858118,3.406526214749092,231.8612593388453
A-3135,sodium 1-benzylpyridin-1-ium-3-carboxylate chloride,"InChI=1S/C13H11NO2.ClH.Na/c15-13(16)12-7-4-8-14(10-12)9-11-5-2-1-3-6-11;;/h1-8,10H,9H2;1H;/q;;+1/p-1",ONCDUCAWXQKSDE-UHFFFAOYSA-M,[Na+].[Cl-].[O-]C(=O)c1ccc[n+](Cc2ccccc2)c1,0.5192202667,0.0,1,G1,271.679,-5.606099999999996,56.51150000000003,18.0,2.0,0.0,5.0,3.0,88.0,2.0,0.0,0.0,2.0,44.01,134.1702497493972,1.444999677850074e-06,505.35424768288937
B-3039,"phosphoric acid, dimethyl propyl ester","InChI=1S/C5H13O4P/c1-4-5-9-10(6,7-2)8-3/h4-5H2,1-3H3",GMSOIBLTSDGVEX-UHFFFAOYSA-N,CCCO[P](=O)(OC)OC,0.4733,0.0,1,G1,168.129,1.8139,37.86750000000001,10.0,4.0,0.0,5.0,5.0,62.0,0.0,0.0,0.0,0.0,44.760000000000005,61.089265848411706,3.701381399280189,116.81635834269235
E-980,Cyhexatin,"InChI=1S/3C6H11.H2O.Sn/c3*1-2-4-6-5-3-1;;/h3*1H,2-6H2;1H2;",UGCNRZFAUBJVPT-UHFFFAOYSA-N,C1CCC(CC1)[Sn](C2CCCCC2)C3CCCCC3.O,-5.59,0.0,1,G1,386.18800000000033,5.659400000000007,89.87280000000005,20.0,0.0,0.0,2.0,3.0,117.0,0.0,3.0,3.0,3.0,31.5,132.8877042027419,1.4699989972507107e-06,207.3498494691417
A-3508,butyraldehyde,"InChI=1S/C4H8O/c1-2-3-4-5/h4H,2-3H2,1H3",ZTQSAGDEMFDKMZ-UHFFFAOYSA-N,CCCC=O,-0.1590074228,0.0761537113999999,2,G3,72.107,0.9854,20.971999999999998,5.0,1.0,0.0,1.0,2.0,30.0,0.0,0.0,0.0,0.0,17.07,31.99559947106314,2.4017152226171965,24.82892142331044
B-4187,chlorpropham,"InChI=1S/C10H12ClNO2/c1-7(2)14-10(13)12-9-5-3-4-8(11)6-9/h3-7H,1-2H3,(H,12,13)",CWJSHJJYOPWUGX-UHFFFAOYSA-N,CC(C)OC(=O)Nc1cccc(Cl)c1,-3.3804,0.0,1,G1,213.664,3.2969000000000017,56.691700000000026,14.0,2.0,1.0,4.0,2.0,76.0,1.0,0.0,0.0,1.0,38.33,88.01936731712375,2.5599256739669265,325.6529664102151
A-2115,1-{[3-(triethoxysilyl)propyl]sulfanyl}octan-1-one,"InChI=1S/C17H36O4SSi/c1-5-9-10-11-12-14-17(18)22-15-13-16-23(19-6-2,20-7-3)21-8-4/h5-16H2,1-4H3",JPPLPDOXWBVPCW-UHFFFAOYSA-N,CCCCCCCC(=O)SCCC[Si](OCC)(OCC)OCC,-5.8326804614,1.3589966208499995,2,G2,364.6240000000002,5.045200000000005,100.89700000000008,23.0,5.0,0.0,6.0,16.0,138.0,0.0,0.0,0.0,0.0,44.760000000000005,147.9545655042068,3.9259474554365448,272.7473823146275
E-300,2-pentanone,"InChI=1S/C5H10O/c1-3-4-5(2)6/h3-4H2,1-2H3",XNLICIUVMPYHGG-UHFFFAOYSA-N,O=C(CCC)C,-0.19,0.0928659100916212,3,G5,86.134,1.3755,25.588999999999988,6.0,1.0,0.0,1.0,2.0,36.0,0.0,0.0,0.0,0.0,17.07,38.36054158545974,2.8312571099313644,47.90013452989013
A-563,ethyl benzoate,"InChI=1S/C9H10O2/c1-2-11-9(10)8-6-4-3-5-7-8/h3-7H,2H2,1H3",MTZQAGJQAFMTAQ-UHFFFAOYSA-N,CCOC(=O)c1ccccc1,-2.3999022404,0.0646548303093888,3,G5,150.177,1.8633,42.39850000000003,11.0,2.0,0.0,2.0,2.0,58.0,1.0,0.0,0.0,1.0,26.3,65.80129679223742,2.6930079504145,228.57786591623355
A-3999,4-chlorophenol,"InChI=1S/C6H5ClO/c7-5-1-3-6(8)4-2-5/h1-4,8H",WXNZTHHGJRFXKQ-UHFFFAOYSA-N,Oc1ccc(Cl)cc1,-0.6876597172,0.0227735028480295,5,G5,128.558,2.0456,33.1168,8.0,1.0,1.0,2.0,0.0,42.0,1.0,0.0,0.0,1.0,20.23,52.52890309857465,3.0324555320336755,147.38833891467198
B-2972,"24nh2pyrimidine,5(35-meo-4-oetome)benzyl","InChI=1S/C16H22N4O4/c1-21-4-5-24-14-12(22-2)7-10(8-13(14)23-3)6-11-9-19-16(18)20-15(11)17/h7-9H,4-6H2,1-3H3,(H4,17,18,19,20)",WSWJIZXMAUYHOE-UHFFFAOYSA-N,COCCOc1c(OC)cc(Cc2cnc(N)nc2N)cc1OC,-2.101,0.0,1,G1,334.3760000000001,1.2742,90.57980000000003,24.0,8.0,2.0,8.0,8.0,130.0,2.0,0.0,0.0,2.0,114.74,140.2514082858866,2.3036810897938063,668.7678950436213
A-3618,lithium(1+) ion acetate,"InChI=1S/C2H4O2.Li/c1-2(3)4;/h1H3,(H,3,4);/q;+1/p-1",XIXADJRWDQXREU-UHFFFAOYSA-M,[Li+].CC([O-])=O,0.8337672926999999,0.1248521054734213,5,G5,65.985,-4.2398,10.681,5.0,2.0,0.0,3.0,0.0,24.0,0.0,0.0,0.0,0.0,40.13,42.357514520398354,0.0,30.629190483090685
A-4998,"[2-methyl-2-(2-methylpropyl)-1,3-dioxolan-4-yl]methanol","InChI=1S/C9H18O3/c1-7(2)4-9(3)11-6-8(5-10)12-9/h7-8,10H,4-6H2,1-3H3",DFDWGIZZMBNYBV-UHFFFAOYSA-N,CC(C)CC1(C)OCC(CO)O1,-0.7059803773000001,0.0,1,G1,174.23999999999998,1.1564,45.770800000000015,12.0,3.0,1.0,3.0,3.0,72.0,0.0,1.0,1.0,1.0,38.69,73.67428100068292,2.4092366442153765,146.70907409602114
B-437,2-(diethylamino)-ethanol,"InChI=1S/C6H15NO/c1-3-7(4-2)5-6-8/h8H,3-6H2,1-2H3",BFSVOASYOCHEOV-UHFFFAOYSA-N,CCN(CC)CCO,0.9311,0.0,1,G1,117.192,0.3205,34.87379999999999,8.0,2.0,1.0,2.0,4.0,50.0,0.0,0.0,0.0,0.0,23.47,51.11802902221197,3.0743734120651838,43.79319390447952
B-2969,ibuproxam,"InChI=1S/C13H19NO2/c1-9(2)8-11-4-6-12(7-5-11)10(3)13(15)14-16/h4-7,9-10,16H,8H2,1-3H3,(H,14,15)",BYPIURIATSUHDW-UHFFFAOYSA-N,CC(C)Cc1ccc(cc1)C(C)C(=O)NO,-3.044,0.0,1,G1,221.3,2.494,63.32820000000004,16.0,2.0,2.0,3.0,4.0,88.0,1.0,0.0,0.0,1.0,49.33,96.44565445559904,2.741815403505495,343.4551560933999
B-2126,"1,4-benzenedicarboxylic acid, 2-methoxy-","InChI=1S/C9H8O5/c1-14-7-4-5(8(10)11)2-3-6(7)9(12)13/h2-4H,1H3,(H,10,11)(H,12,13)",VQBBXLZPRXHYBO-UHFFFAOYSA-N,COc1cc(ccc1C(O)=O)C(O)=O,-1.9916,0.0,1,G1,196.158,1.0916,46.912600000000005,14.0,3.0,2.0,5.0,3.0,74.0,1.0,0.0,0.0,1.0,83.83000000000001,79.55128639667323,3.245789976388745,382.788745587848
C-641,"2,4,6-trichlorobiphenyl",InChI=1S/C12H7Cl3/c13-9-6-10(14)12(11(15)7-9)8-4-2-1-3-5-8/h1-7H,MTLMVEWEYZFYTH-UHFFFAOYSA-N,ClC1=CC(=C(C(=C1)Cl)C2=CC=CC=C2)Cl,-6.06,0.0537282255636849,3,G5,257.547,5.313800000000002,66.90800000000003,15.0,0.0,0.0,3.0,1.0,76.0,2.0,0.0,0.0,2.0,0.0,103.39829600620602,2.635224937794043,454.47594705335234
A-3905,"1,3,5-triazine-2,4,6-triamine","InChI=1S/C3H6N6/c4-1-7-2(5)9-3(6)8-1/h(H6,4,5,6,7,8,9)",JDSHMPZPIAZGSV-UHFFFAOYSA-N,Nc1nc(N)nc(N)n1,-1.5592150485,0.0767395383078985,3,G5,126.12300000000002,-1.3818,33.0642,9.0,6.0,3.0,6.0,0.0,48.0,1.0,0.0,0.0,1.0,116.73,51.11001915337465,3.165670309917317,169.06517765499825
B-487,s-butylacetate,"InChI=1S/C6H12O2/c1-4-5(2)8-6(3)7/h5H,4H2,1-3H3",DCKVNWZUADLDEH-UHFFFAOYSA-N,CCC(C)OC(C)=O,-1.2727,0.0,1,G1,116.15999999999998,1.348,31.518999999999984,8.0,2.0,0.0,2.0,2.0,48.0,0.0,0.0,0.0,0.0,26.3,49.83902892936324,3.236426783100137,78.59772060569361
B-3727,naphthaleneacetic acid,"InChI=1S/C12H10O2/c13-12(14)8-10-6-3-5-9-4-1-2-7-11(9)10/h1-7H,8H2,(H,13,14)",PRPINYUDVPFIRX-UHFFFAOYSA-N,OC(=O)Cc1cccc2ccccc12,-2.6468,0.0,1,G1,186.21,2.4669000000000008,55.287800000000026,14.0,1.0,1.0,2.0,2.0,70.0,2.0,0.0,0.0,2.0,37.3,81.79870773226516,2.58753091711869,469.2103531933549
B-1407,3-bromopropanol,"InChI=1S/C3H7BrO/c4-2-1-3-5/h5H,1-3H2",RQFUZUMFPRMVDX-UHFFFAOYSA-N,OCCCBr,0.0093,0.0,1,G1,138.992,0.7637,25.49679999999999,5.0,1.0,1.0,2.0,2.0,32.0,0.0,0.0,0.0,0.0,20.23,40.13091661446014,2.19060968716425,14.364527976600282
A-4364,phenylphosphonic acid,"InChI=1S/C6H7O3P/c7-10(8,9)6-4-2-1-3-5-6/h1-5H,(H2,7,8,9)",QLZHNIAADXEJJP-UHFFFAOYSA-N,O[P](O)(=O)c1ccccc1,-1.0269230581,0.5978489709577908,5,G4,158.093,0.4895999999999999,38.12010000000002,10.0,1.0,2.0,4.0,1.0,54.0,1.0,0.0,0.0,1.0,57.53,58.48281104023684,3.087636787033165,250.95525572342748
B-3394,"4-pteridinol, 6,7-diethyl-","InChI=1S/C10H12N4O/c1-3-6-7(4-2)14-9-8(13-6)10(15)12-5-11-9/h5H,3-4H2,1-2H3,(H,11,12,14,15)",WIUUIGUJULBTKD-UHFFFAOYSA-N,CCc1nc2ncnc(O)c2nc1CC,-1.9122,0.0,1,G1,204.233,1.2501999999999998,55.54880000000003,15.0,5.0,1.0,5.0,2.0,78.0,2.0,0.0,0.0,2.0,71.79,87.24566178480066,2.751964000699383,497.9915248566571
C-1569,"dl-methylsuccinic  acid;  dl-2-methyl-1,4-butanedioic acid","InChI=1S/C5H8O4/c1-3(5(8)9)2-4(6)7/h3H,2H2,1H3,(H,6,7)(H,8,9)",WXUAQHNMJWJLTG-UHFFFAOYSA-N,CC(CC(O)=O)C(O)=O,0.48,0.1235552867702911,3,G5,132.11499999999998,0.1818,29.05259999999999,9.0,2.0,2.0,4.0,3.0,52.0,0.0,0.0,0.0,0.0,74.6,52.110531189895525,3.632432151939845,128.919684538544
A-3898,"2,3,5-trimethylbenzene-1,4-diol","InChI=1S/C9H12O2/c1-5-4-8(10)6(2)7(3)9(5)11/h4,10-11H,1-3H3",AUFZRCJENRSRLY-UHFFFAOYSA-N,Cc1cc(O)c(C)c(C)c1O,-1.6383266335,0.0,1,G1,152.19299999999998,2.0230600000000005,43.98260000000002,11.0,2.0,2.0,2.0,0.0,60.0,1.0,0.0,0.0,1.0,40.46,66.11469696707881,3.455546483817784,263.8544742134815
A-3889,"(2R,3R,4R,5S)-2-(hydroxymethyl)piperidine-3,4,5-triol","InChI=1S/C6H13NO4/c8-2-3-5(10)6(11)4(9)1-7-3/h3-11H,1-2H2/t3-,4+,5-,6-/m1/s1",LXBIFEVIBLOUGU-JGWLITMVSA-N,OC[C@H]1NC[C@H](O)[C@@H](O)[C@@H]1O,0.4043520428,0.0,1,G1,163.173,-2.9667999999999988,36.8969,11.0,5.0,5.0,5.0,1.0,66.0,0.0,1.0,1.0,1.0,92.95,64.28492763867544,2.516424270605089,129.7506906689389
A-2764,"beta,beta-carotene","InChI=1S/C40H56/c1-31(19-13-21-33(3)25-27-37-35(5)23-15-29-39(37,7)8)17-11-12-18-32(2)20-14-22-34(4)26-28-38-36(6)24-16-30-40(38,9)10/h11-14,17-22,25-28H,15-16,23-24,29-30H2,1-10H3/b12-11+,19-13+,20-14+,27-25+,28-26+,31-17+,32-18+,33-21+,34-22+",OENHQHLEOONYIE-JLTXGRSLSA-N,CC1=C(\C=C\C(C)=C\C=C\C(C)=C\C=C\C=C(C)\C=C\C=C(C)\C=C\C2=C(C)CCCC2(C)C)C(C)(C)CCC1,-7.553792438099999,0.0,1,G1,536.8880000000004,12.605799999999975,181.3919999999994,40.0,0.0,0.0,0.0,10.0,216.0,0.0,0.0,2.0,2.0,0.0,247.374697828212,1.885637979049954,1116.3830913843028
A-1158,"2,3,5,6-tetrachloropyridine",InChI=1S/C5HCl4N/c6-2-1-3(7)5(9)10-4(2)8/h1H,FATBKZJZAHWCSL-UHFFFAOYSA-N,Clc1cc(Cl)c(Cl)nc1Cl,-3.8614246907,0.0603451898,2,G3,216.882,3.6952,44.277,10.0,1.0,0.0,5.0,0.0,54.0,1.0,0.0,0.0,1.0,12.89,77.86411600797017,3.2824629074535228,209.82001790212
D-1774,"2,3-dimethyl-2-butanol","InChI=1S/C6H14O/c1-5(2)6(3,4)7/h5,7H,1-4H3",IKECULIHBUCAKR-UHFFFAOYSA-N,CC(C)C(C)(C)O,-0.411,0.0201,2,G3,102.17699999999998,1.4133,31.135799999999985,7.0,1.0,1.0,1.0,1.0,44.0,0.0,0.0,0.0,0.0,20.23,45.358195352008586,3.541196965079901,49.69058447171098
